ph,ph_s,wt,wt_s,ec,ec_s,status
10.68,1,73.04,1,0.09,2,112
0.46,2,7.56,2,0.95,2,222
6.05,0,21.87,0,0.82,2,2
6.77,1,27,1,1.7,0,110
6.85,1,26.5,1,1.63,0,110
10.65,1,21.52,0,8.84,1,101
5.63,0,16.76,2,9.71,1,21
2.72,2,19.38,0,9.28,1,201
5.44,2,1.57,2,2.19,0,220
6.81,1,27,1,1.7,0,110
4.79,2,20.72,0,7.17,1,201
6,0,12.92,2,5.32,1,21
11.97,1,19.06,0,0.59,2,102
6.11,0,43.76,1,1.14,2,12
8.26,1,14.41,2,5.16,1,121
4.08,2,75.67,1,0.69,2,212
3.07,2,47.21,1,9.04,1,211
6.72,1,27,1,1.95,0,110
3.53,2,88.82,1,0.16,2,212
6.42,1,6.39,2,1.13,2,122
7.82,1,18.99,0,0.45,2,102
5.66,0,19.62,0,0.18,2,2
6.83,1,26.5,1,1.63,0,110
6.22,1,19.69,0,2.38,0,100
5.66,0,9.43,2,0.8,2,22
5.49,2,32.83,1,1.08,2,212
6.04,0,68.96,1,1.32,0,10
5.57,0,19.04,0,8.76,1,1
5.82,0,18.69,0,1.08,2,2
6.83,1,26.5,1,1.63,0,110
6.74,1,26,1,1.63,0,110
1.36,2,18.54,0,1.37,0,200
6.76,1,26.5,1,2.02,0,110
6.79,1,27,1,1.7,0,110
4.97,2,34.56,1,5.08,1,211
10.6,1,11.9,2,2.31,0,120
5.71,0,2.42,2,2.17,0,20
11.04,1,21.57,0,1.75,0,100
5.75,0,46.81,1,2.03,0,10
3.41,2,19.88,0,1.29,0,200
13.55,1,21.45,0,6.47,1,101
1.64,2,20.51,0,8.4,1,201
6.62,1,21.94,0,7.05,1,101
8.32,1,6.68,2,4.57,1,121
11.01,1,21.38,0,2.02,0,100
6.74,1,27,1,1.89,0,110
1.61,2,20.09,0,2.04,0,200
6.74,1,27,1,1.91,0,110
6.12,0,0.27,2,6.85,1,21
10.59,1,8.31,2,5.11,1,121
5.97,0,18,0,1.28,0,0
6.84,1,26.5,1,1.63,0,110
13.86,1,63.24,1,6.25,1,111
6.76,1,26.5,1,1.64,0,110
3.66,2,20.03,0,1.16,2,202
0.55,2,20.52,0,2.07,0,200
6.75,1,26,1,1.64,0,110
13.95,1,21.74,0,4.24,1,101
5.99,0,4.23,2,1.11,2,22
3.56,2,28.76,1,7.09,1,211
6.81,1,26.5,1,1.71,0,110
6.84,1,27,1,1.62,0,110
6.77,1,26,1,1.64,0,110
5.27,2,16.42,2,0.99,2,222
12.66,1,3.01,2,6.85,1,121
6.8,1,26.5,1,1.71,0,110
8.8,1,21.53,0,4.26,1,101
6.13,0,9.07,2,2.18,0,20
5.6,0,6.06,2,1.77,0,20
6.83,1,26.5,1,1.63,0,110
11.28,1,19.75,0,0.68,2,102
1.12,2,45.92,1,1.2,0,210
6.87,1,18.46,0,0.36,2,102
4.82,2,50.36,1,3.39,1,211
6.12,0,39.44,1,8.28,1,11
6.81,1,26.5,1,1.63,0,110
6.78,1,26,1,1.64,0,110
6.69,1,27,1,1.96,0,110
9.22,1,23.54,1,6.12,1,111
7.6,1,0.2,2,9.06,1,121
4.96,2,8.12,2,1.91,0,220
6.81,1,8.3,2,1.9,0,120
6.81,1,26.5,1,1.64,0,110
2.83,2,21.41,0,1.43,0,200
5.79,0,11.44,2,0.33,2,22
3.02,2,18.66,0,1,2,202
11.25,1,89.99,1,3.01,1,111
5.87,0,3.25,2,1.85,0,20
8.69,1,1.36,2,2.38,0,120
6.09,0,79.29,1,1.8,0,10
10.83,1,65.17,1,1.16,2,112
6.85,1,26.5,1,1.65,0,110
5.54,0,19.04,0,0.72,2,2
11.53,1,48.95,1,2.88,1,111
2.45,2,23.98,1,2.08,0,210
6.75,1,27,1,1.88,0,110
1.44,2,82.37,1,2.37,0,210
4.78,2,12.2,2,4.4,1,221
3.42,2,8.63,2,0.25,2,222
6.84,1,26.5,1,1.64,0,110
5.96,0,18.04,0,0.79,2,2
6.75,1,26,1,1.63,0,110
6.82,1,27,1,1.85,0,110
6.83,1,26.5,1,1.63,0,110
1.53,2,19.05,0,0.95,2,202
6.16,0,19.79,0,0.28,2,2
6.8,1,27,1,1.7,0,110
5.86,0,10.02,2,2.38,0,20
6.77,1,26.5,1,2.05,0,110
11.05,1,76.25,1,0.38,2,112
6.69,1,27,1,1.99,0,110
8.8,1,3.67,2,4.17,1,121
6.78,1,27,1,1.7,0,110
5.51,0,22.12,1,1.09,2,12
1.7,2,70.08,1,1.75,0,210
6.04,0,20.16,0,4.4,1,1
13.4,1,19.17,0,6.33,1,101
6.75,1,15.68,2,1.14,2,122
5.75,0,12.63,2,5.04,1,21
11.31,1,14.83,2,2.05,0,120
4.56,2,7.76,2,1.3,0,220
6.71,1,27,1,2,0,110
0.32,2,0.53,2,2.01,0,220
6.02,0,42.99,1,1.58,0,10
5.96,0,20,0,1.32,0,0
6.82,1,27,1,1.63,0,110
4.48,2,20.01,0,0.37,2,202
6.72,1,27,1,2.05,0,110
6.83,1,27,1,1.63,0,110
9.27,1,72.02,1,0.59,2,112
6.84,1,27,1,1.62,0,110
2.9,2,92.53,1,8.07,1,211
5.79,0,25.66,1,0.7,2,12
9.07,1,13.03,2,2.16,0,120
6.7,1,27,1,2,0,110
5.21,2,7.44,2,5.88,1,221
5.55,0,12.4,2,1.24,0,20
2.58,2,11.26,2,0.81,2,222
6.18,0,18.91,0,0.85,2,2
9.14,1,69.03,1,9.52,1,111
5.61,0,20.03,0,5.78,1,1
4.4,2,58.04,1,2.53,1,211
6.83,1,26.5,1,1.64,0,110
2.57,2,4.06,2,1.2,0,220
6.77,1,26.5,1,2.01,0,110
5.52,0,22,0,2.43,0,0
13.31,1,21.09,0,1.78,0,100
5.53,0,27.28,1,0.32,2,12
6.08,0,18,0,1.78,0,0
5.72,0,18.72,0,4.72,1,1
6.79,1,27,1,1.91,0,110
6.78,1,27,1,1.7,0,110
6.64,1,12.05,2,0.03,2,122
6,0,21,0,1.3,0,0
0.83,2,20.03,0,0.18,2,202
13.84,1,19.88,0,1.83,0,100
2.41,2,19.97,0,0.73,2,202
6.15,0,20.76,0,0.74,2,2
5.83,0,85.56,1,1.82,0,10
6.78,1,26.5,1,1.71,0,110
0.17,2,21.6,0,0.11,2,202
5.76,0,20,0,1.23,0,0
9.05,1,24.85,1,9.77,1,111
7.72,1,14.2,2,1.37,0,120
6.78,1,26.5,1,1.62,0,110
8.68,1,21.15,0,8.72,1,101
5.03,2,78.55,1,1.43,0,210
6.17,0,20.04,0,8.35,1,1
5.59,0,21.16,0,8.54,1,1
13.72,1,93.69,1,9.68,1,111
4.73,2,55.3,1,5.68,1,211
2.8,2,6.96,2,1.96,0,220
6.05,0,21.07,0,0.78,2,2
6.72,1,27,1,2.01,0,110
6.1,0,20.8,0,5.76,1,1
6.78,1,26.5,1,1.71,0,110
6.16,0,22,0,1.22,0,0
5.68,0,20.56,0,8.27,1,1
6.76,1,26.5,1,1.63,0,110
6.02,0,19.49,0,0.54,2,2
2.83,2,75.42,1,2.13,0,210
5.71,0,82.36,1,1.03,2,12
1.57,2,14.2,2,2.02,0,220
0.41,2,40.21,1,1.62,0,210
6.76,1,26,1,1.64,0,110
7.18,1,57.24,1,5.68,1,111
2.68,2,18.72,0,1,2,202
6.82,1,27,1,1.7,0,110
6.07,0,93.4,1,0.34,2,12
5.79,0,60.51,1,2.21,0,10
11.49,1,53.85,1,9.22,1,111
0.01,2,90.01,1,0.75,2,212
5.77,0,8.14,2,8.89,1,21
5.84,0,35.31,1,1.88,0,10
2.43,2,79.73,1,0.34,2,212
5.68,0,21,0,2.12,0,0
5.75,0,34.51,1,1.95,0,10
7.15,1,89.66,1,6.32,1,111
1.1,2,21.22,0,2.03,0,200
7.84,1,1.27,2,2.42,0,120
6.71,1,27,1,1.97,0,110
11.38,1,21.44,0,7.55,1,101
10.61,1,20.21,0,0.15,2,102
5.96,0,32.85,1,0.84,2,12
5.27,2,22.06,1,0.4,2,212
5.6,0,19,0,1.47,0,0
6.72,1,27,1,2.02,0,110
4.18,2,13,2,5.92,1,221
9.38,1,95.26,1,8.62,1,111
1.1,2,17.05,2,0.89,2,222
11.37,1,22,0,4.73,1,101
6.1,0,23.16,1,1.81,0,10
4.95,2,65.13,1,1.67,0,210
6.71,1,27,1,2.01,0,110
6.85,1,26.5,1,1.64,0,110
6.65,1,27,1,1.98,0,110
5.19,2,29.98,1,2.19,0,210
7.99,1,13.25,2,2.42,0,120
10.04,1,16.07,2,2.28,0,120
5.76,0,47.81,1,0.27,2,12
10.22,1,19.72,0,2.36,0,100
2.48,2,0.13,2,2.3,0,220
4.17,2,31.54,1,1.95,0,210
5.13,2,21.51,0,1.63,0,200
5.52,0,8.39,2,3.61,1,21
12.55,1,21.05,0,5.56,1,101
4.71,2,19.26,0,5.14,1,201
6.78,1,26.5,1,1.64,0,110
5.61,0,19.61,0,7.4,1,1
8.95,1,3.97,2,1.26,0,120
5.58,0,20.56,0,9.09,1,1
13.51,1,5.25,2,5.81,1,121
2.35,2,9.57,2,0.94,2,222
4.31,2,13.93,2,0.26,2,222
4.11,2,43.67,1,0.79,2,212
5.95,0,67.69,1,2.91,1,11
4.69,2,18.09,0,1.71,0,200
1.28,2,30.58,1,0.29,2,212
2.47,2,15.06,2,5.46,1,221
5.86,0,21,0,3.26,1,1
5.64,0,12.4,2,0.11,2,22
6.04,0,0.3,2,9.22,1,21
3.22,2,60.24,1,0.3,2,212
6.71,1,11.73,2,2.34,0,120
13.55,1,8.14,2,0.77,2,122
6.75,1,26.5,1,1.62,0,110
1.61,2,30.81,1,9.51,1,211
2.43,2,20.64,0,0.02,2,202
5.8,0,20.87,0,6.9,1,1
9.88,1,21.02,0,9.47,1,101
5.86,0,19,0,2.43,0,0
1.22,2,15.34,2,2.1,0,220
6.85,1,27,1,1.62,0,110
6.77,1,26.5,1,1.72,0,110
13.5,1,11.47,2,6.55,1,121
11.56,1,12.1,2,1.43,0,120
10.07,1,8.87,2,1.23,0,120
0.15,2,19.64,0,0.77,2,202
0.5,2,59.45,1,0.86,2,212
5.68,0,20.94,0,0.33,2,2
6.72,1,27,1,2.01,0,110
1.97,2,13.14,2,7.47,1,221
3.49,2,18.77,0,0.53,2,202
5.16,2,18.66,0,3.18,1,201
6.79,1,26.5,1,1.72,0,110
6.73,1,27,1,2.01,0,110
5.57,0,72.8,1,2.37,0,10
5.48,2,92.36,1,9.38,1,211
2.29,2,78.4,1,9.7,1,211
0.52,2,12.93,2,2.2,0,220
6.74,1,27,1,2.04,0,110
5.57,0,14.24,2,2.29,0,20
2.72,2,7.07,2,0.37,2,222
11.86,1,13.29,2,0.42,2,122
2.89,2,21.71,0,0.39,2,202
11.14,1,79.9,1,0.08,2,112
6.78,1,26.5,1,1.71,0,110
10.39,1,12.34,2,1.44,0,120
6.84,1,27,1,1.62,0,110
5.57,0,58.56,1,2.31,0,10
3.56,2,80.03,1,6.79,1,211
6.05,0,21,0,2.19,0,0
5.39,2,3,2,0.26,2,222
6.8,1,26.5,1,1.71,0,110
6.77,1,26.5,1,1.64,0,110
6.78,1,27,1,1.7,0,110
10.96,1,21.15,0,9.35,1,101
6.05,0,20.17,0,5.51,1,1
6.13,0,10.23,2,2.49,0,20
6.77,1,21.79,0,2.06,0,100
7.09,1,8.01,2,1.48,0,120
6.81,1,26.5,1,1.64,0,110
12.4,1,18.48,0,0.47,2,102
6.14,0,73.49,1,8.11,1,11
8.96,1,12.6,2,0.5,2,122
9.58,1,0.08,2,7.12,1,121
6.77,1,26.5,1,1.71,0,110
5.95,0,17.52,2,6.13,1,21
3.89,2,89.5,1,7.54,1,211
6.83,1,26.5,1,1.64,0,110
5.53,0,68.53,1,0.42,2,12
6.79,1,26.5,1,1.62,0,110
5.65,0,1.48,2,6.69,1,21
0.63,2,18.99,0,1.24,0,200
6.83,1,27,1,1.62,0,110
5.86,0,35.2,1,0.23,2,12
6.74,1,27,1,2.01,0,110
5.88,0,72.87,1,9.53,1,11
6.82,1,27,1,1.93,0,110
6.72,1,6.15,2,1.54,0,120
13.06,1,20.17,0,3.33,1,101
4.88,2,27.62,1,2.43,0,210
6.55,1,13.69,2,4.73,1,121
4.4,2,20.12,0,1.29,0,200
12.21,1,12.33,2,1.68,0,120
2.98,2,83.6,1,6.85,1,211
4.4,2,18,0,0.25,2,202
6.84,1,27,1,1.62,0,110
5.93,0,19,0,1.21,0,0
1.91,2,2.31,2,2.08,0,220
6.12,0,24.36,1,0.09,2,12
6.77,1,26.5,1,2.01,0,110
3.35,2,85.28,1,1.79,0,210
10.7,1,33.82,1,2.74,1,111
9.22,1,10.35,2,0.98,2,122
11.52,1,12.36,2,7.88,1,121
5.52,0,1.47,2,0.26,2,22
4.09,2,16.09,2,2.03,0,220
5.58,0,20.46,0,9.8,1,1
5.56,0,20.58,0,8.36,1,1
5.76,0,19.35,0,0.18,2,2
0.95,2,35.61,1,0.01,2,212
3.06,2,19.26,0,6.84,1,201
5.7,0,12.16,2,7.97,1,21
6.78,1,26.5,1,1.73,0,110
9.42,1,18.25,0,1.75,0,100
13.09,1,20.76,0,1.54,0,100
5.76,0,25.5,1,2,0,10
4.7,2,67.58,1,1.57,0,210
4.23,2,95.78,1,0.58,2,212
4.16,2,20.61,0,8.56,1,201
13.87,1,48.48,1,0.11,2,112
6.77,1,27,1,1.93,0,110
5.64,0,22,0,1.72,0,0
5.96,0,3.35,2,9.39,1,21
5.58,0,30.9,1,8.23,1,11
6.7,1,27,1,2,0,110
6.81,1,26.5,1,1.64,0,110
6.17,0,22.5,0,2,0,0
6.05,0,45.67,1,0.11,2,12
5.68,0,14.26,2,7.21,1,21
13.75,1,5.76,2,0.73,2,122
6.81,1,26.5,1,1.62,0,110
6.77,1,26.5,1,2.05,0,110
6.08,0,19,0,1.78,0,0
0.14,2,8.77,2,5.91,1,221
6.78,1,26,1,1.64,0,110
3.77,2,7.71,2,0.11,2,222
5.91,0,10.02,2,0.29,2,22
6.8,1,26.5,1,1.71,0,110
8.05,1,56.93,1,0.23,2,112
8.54,1,14.39,2,0.24,2,122
6.84,1,26.5,1,1.63,0,110
6.85,1,26.5,1,1.63,0,110
6.83,1,27,1,1.84,0,110
6.57,1,3.77,2,1.63,0,120
5.58,0,18,0,1.48,0,0
6.02,0,19.85,0,3.3,1,1
5.73,0,20.79,0,5.21,1,1
8.42,1,9.9,2,9.58,1,121
5.8,0,15.66,2,4.35,1,21
12.37,1,18.54,0,2.26,0,100
6.81,1,26.5,1,1.64,0,110
6.76,1,27,1,1.7,0,110
5.68,0,0.8,2,1.4,0,20
6.04,0,18.44,0,1.11,2,2
5.72,0,61.56,1,0.32,2,12
6.81,1,27,1,1.7,0,110
6.84,1,26.5,1,1.63,0,110
9.81,1,8.6,2,1.22,0,120
6.85,1,27,1,1.63,0,110
6.83,1,26.5,1,1.63,0,110
0.4,2,8.74,2,2.59,1,221
1.17,2,69.52,1,8.75,1,211
5.99,0,20.86,0,8.94,1,1
3.12,2,6.15,2,1.69,0,220
11.45,1,20.75,0,6.57,1,101
6.85,1,27,1,1.62,0,110
4.65,2,15.86,2,7.56,1,221
6.82,1,26.5,1,1.63,0,110
1.48,2,17.61,2,0.28,2,222
6.19,0,42.58,1,1.51,0,10
6.12,0,88.07,1,0.92,2,12
5.8,0,19.89,0,0.84,2,2
5.91,0,92.28,1,7.23,1,11
5.71,0,7.6,2,4.1,1,21
11.9,1,15.91,2,0.06,2,122
3.6,2,9.52,2,2.54,1,221
6.8,1,26.5,1,1.63,0,110
9.5,1,20.68,0,1.68,0,100
9.02,1,19.86,0,1.6,0,100
11.87,1,17.69,2,2.34,0,120
7.62,1,18.95,0,0.24,2,102
5.69,0,20.54,0,0.92,2,2
7.65,1,64.29,1,0.19,2,112
6.12,0,18.78,0,0.12,2,2
0.38,2,11.8,2,1.58,0,220
3.34,2,69.87,1,2.14,0,210
5.87,0,12.73,2,2.13,0,20
5.61,0,81.58,1,2.46,0,10
6.81,1,27,1,1.79,0,110
6.82,1,27,1,1.62,0,110
10.03,1,21.6,0,1.36,0,100
5.96,0,4.89,2,4.94,1,21
8.91,1,42.2,1,9.91,1,111
4,2,7.84,2,8.06,1,221
0,2,27.11,1,1.82,0,210
2.07,2,14.94,2,5.73,1,221
6.76,1,26.5,1,1.63,0,110
6.09,0,95.44,1,1.02,2,12
4.97,2,18.57,0,0.36,2,202
7.69,1,21.67,0,6.25,1,101
5.68,0,31.85,1,7.71,1,11
9.1,1,18.12,0,1.46,0,100
3.75,2,14.95,2,0.59,2,222
6.82,1,27,1,1.63,0,110
10.53,1,21.55,0,8.05,1,101
3.98,2,14.19,2,1.95,0,220
5.7,0,61.72,1,5.58,1,11
5.91,0,6.25,2,3.93,1,21
11.83,1,1.64,2,0.97,2,122
6.79,1,27,1,1.9,0,110
2.62,2,1.17,2,5.29,1,221
6.75,1,27,1,1.87,0,110
5.58,0,99.74,1,2.54,1,11
6.88,1,93.29,1,1.06,2,112
1.58,2,11.67,2,0.1,2,222
6.82,1,26.5,1,1.63,0,110
4.89,2,9.04,2,0.45,2,222
8.37,1,77.06,1,2.89,1,111
5.59,0,10.88,2,5.31,1,21
11.09,1,54.88,1,0.13,2,112
13.58,1,9.7,2,0.82,2,122
6.05,0,44.49,1,0.24,2,12
6.81,1,26.5,1,1.63,0,110
10.06,1,20.42,0,8.66,1,101
9.35,1,19.46,0,4.03,1,101
5.75,0,18,0,2.37,0,0
10.66,1,88.45,1,7.23,1,111
6.78,1,27,1,2.04,0,110
7.86,1,21.95,0,0.22,2,102
5.37,2,14.78,2,1.83,0,220
5.65,0,19,0,2.06,0,0
6.76,1,26.5,1,2.05,0,110
9.12,1,79.71,1,0.85,2,112
6.15,0,98.08,1,0.38,2,12
2.52,2,56.97,1,7.08,1,211
6.27,1,21.5,0,7.62,1,101
6.8,1,26.5,1,1.64,0,110
5.15,2,94.68,1,1.96,0,210
6.02,0,18,0,1.95,0,0
5.53,0,83.88,1,1.1,2,12
5.03,2,21.71,0,1.43,0,200
6.74,1,40.13,1,0.7,2,112
5.91,0,2.3,2,9.98,1,21
6.73,1,27,1,2.01,0,110
6.07,0,92.78,1,9.27,1,11
6.71,1,27,1,2.04,0,110
6.75,1,27,1,2.04,0,110
11.02,1,20.96,0,1.68,0,100
6.08,0,13.43,2,0.78,2,22
6.77,1,26.5,1,1.64,0,110
6.79,1,26.5,1,1.64,0,110
8.81,1,20.33,0,0.5,2,102
5.99,0,40.42,1,1.05,2,12
6.66,1,4.85,2,7.44,1,121
13.98,1,6.02,2,1.02,2,122
6.84,1,26.5,1,1.64,0,110
6.75,1,26.5,1,1.99,0,110
5.87,0,6.48,2,2.13,0,20
1.05,2,20.1,0,7.49,1,201
5.97,0,16.47,2,4.07,1,21
6.8,1,26.5,1,1.64,0,110
9.61,1,5.82,2,0.88,2,122
6.14,0,0.01,2,2.43,0,20
11.11,1,6.03,2,2.62,1,121
5.63,0,18.15,0,0.87,2,2
1.2,2,18.64,0,2.26,0,200
6.73,1,26.5,1,2.03,0,110
6.79,1,27,1,1.9,0,110
5.53,0,86.89,1,1.25,0,10
6.78,1,26.5,1,1.64,0,110
1.91,2,88.21,1,7.76,1,211
1.82,2,37.8,1,1.74,0,210
10.25,1,78.12,1,1.03,2,112
6.7,1,27,1,1.98,0,110
11.47,1,19.99,0,0.96,2,102
6.76,1,26.5,1,1.73,0,110
8.43,1,12.13,2,1.61,0,120
6.78,1,27,1,1.7,0,110
5.93,0,46.85,1,0.88,2,12
5.61,0,49.13,1,4.98,1,11
6.77,1,27,1,1.69,0,110
2.25,2,3.88,2,8.28,1,221
3.19,2,11.23,2,0.42,2,222
2.77,2,12.96,2,1.77,0,220
6.79,1,26.5,1,2.02,0,110
6.77,1,26,1,1.64,0,110
9.84,1,18.08,0,2.25,0,100
5.51,0,5.64,2,0.5,2,22
2.08,2,18.72,0,1.53,0,200
6.72,1,27,1,1.99,0,110
7.37,1,42.59,1,1.16,2,112
6.09,0,22,0,1.34,0,0
6.08,0,19.82,0,0.73,2,2
6.7,1,27,1,1.85,0,110
13.22,1,48.31,1,0.62,2,112
6.06,0,23.13,1,2.49,0,10
6.77,1,27,1,1.7,0,110
5.66,0,29.55,1,0.93,2,12
5.51,0,10.53,2,8.44,1,21
6.76,1,27,1,1.7,0,110
7.48,1,99.53,1,5.57,1,111
1.49,2,19.09,0,0.98,2,202
6.78,1,27,1,1.86,0,110
5.81,0,19.47,0,5.78,1,1
3.29,2,51.19,1,1.56,0,210
1.93,2,5.67,2,0.31,2,222
6.8,1,26.5,1,1.65,0,110
5.5,0,19.32,0,5.58,1,1
6.79,1,27,1,1.7,0,110
5.95,0,27.1,1,0.09,2,12
1.76,2,19.9,0,2.13,0,200
5.54,0,8.12,2,8.45,1,21
6.01,0,18.44,0,0.98,2,2
4.55,2,3.32,2,2.18,0,220
4.38,2,19.11,0,2.27,0,200
6.73,1,21.63,0,1.16,2,102
6.83,1,26.5,1,1.64,0,110
6.17,0,8.91,2,0.71,2,22
5.73,0,21.33,0,6.05,1,1
7.02,1,21.58,0,1.21,0,100
12.41,1,4.8,2,2.18,0,120
6.86,1,27,1,1.62,0,110
5.76,0,12.52,2,2.17,0,20
6.17,0,39.71,1,5.51,1,11
5.37,2,38.83,1,2.46,0,210
6.77,1,27,1,1.9,0,110
13.66,1,1.3,2,0.48,2,122
6.81,1,26.5,1,1.71,0,110
3.42,2,55.69,1,1.24,0,210
5.64,0,17.48,2,0.36,2,22
6.77,1,26.5,1,1.71,0,110
5.72,0,44.4,1,8.26,1,11
6.16,0,42.56,1,0.83,2,12
0.6,2,19.61,0,2.24,0,200
5.26,2,18.07,0,1.3,0,200
6.18,0,7.53,2,9.4,1,21
11.98,1,17.07,2,1.73,0,120
0.77,2,95.21,1,2.42,0,210
3.71,2,16.13,2,0.72,2,222
13.03,1,20.26,0,0.17,2,102
6.05,0,20.87,0,6.03,1,1
6.79,1,26.5,1,1.63,0,110
4.66,2,41.41,1,1.47,0,210
8.26,1,20.29,0,2.48,0,100
7.8,1,8.76,2,4.09,1,121
1.12,2,22.99,1,7.75,1,211
5.83,0,22,0,1.64,0,0
2.71,2,60.8,1,1.48,0,210
5.94,0,21.18,0,9.73,1,1
11.78,1,45.21,1,5.39,1,111
6.81,1,27,1,1.93,0,110
3.87,2,19.22,0,0.36,2,202
6.78,1,27,1,1.7,0,110
5.83,0,2.79,2,2.47,0,20
13.02,1,21.25,0,0.79,2,102
3.28,2,18.55,0,1.99,0,200
4.09,2,9.57,2,1.62,0,220
8.78,1,3.2,2,5.25,1,121
5.97,0,91.52,1,0.39,2,12
5.67,0,26.5,1,5.29,1,11
9.69,1,18.04,0,0.74,2,102
5.74,0,15.19,2,0.67,2,22
13.75,1,18.87,0,0.04,2,102
0.71,2,7.38,2,1.05,2,222
11.33,1,19.19,0,1.72,0,100
5.53,0,63.32,1,5.73,1,11
1.83,2,21.21,0,1.65,0,200
4.45,2,20.9,0,0.74,2,202
6.12,0,4.71,2,1.8,0,20
6.83,1,26.5,1,1.63,0,110
5.57,0,20.32,0,8.63,1,1
5.6,0,20.15,0,0.77,2,2
6.77,1,26.5,1,1.99,0,110
13.21,1,20.21,0,0.1,2,102
2.38,2,20.65,0,0.71,2,202
5.84,0,18,0,2.22,0,0
5.87,0,19.77,0,7.29,1,1
6.79,1,11.36,2,0.87,2,122
13.4,1,19.36,0,1.69,0,100
4.37,2,38.3,1,1.68,0,210
4.37,2,12.89,2,3.38,1,221
3.16,2,83.67,1,1.89,0,210
6.81,1,26.5,1,1.64,0,110
11.74,1,18.62,0,7.68,1,101
5.57,0,20.84,0,0.07,2,2
4.44,2,20.38,0,0.86,2,202
0.73,2,16.67,2,1.47,0,220
9.42,1,21.69,0,6.69,1,101
4.18,2,3.65,2,5.03,1,221
5.67,0,14.35,2,1.12,2,22
5.66,0,20.73,0,7.74,1,1
6.32,1,21.49,0,0.85,2,102
1.84,2,20.08,0,7.7,1,201
6.81,1,26.5,1,1.63,0,110
0.32,2,20.44,0,1.33,0,200
6.77,1,26.5,1,1.64,0,110
6.81,1,26.5,1,1.71,0,110
7.29,1,6.96,2,2.13,0,120
4.63,2,18.43,0,6.34,1,201
6.15,0,20.93,0,4.06,1,1
6.82,1,26.5,1,1.63,0,110
3.45,2,3.94,2,9.44,1,221
6.8,1,26.5,1,1.63,0,110
6.88,1,11.55,2,7.01,1,121
4.55,2,97.4,1,1.83,0,210
3.23,2,29.65,1,6.47,1,211
1.84,2,19.84,0,6.66,1,201
5.65,0,0,2,8.21,1,21
0.88,2,4.87,2,1.43,0,220
6.14,0,10.92,2,3.91,1,21
6.58,1,25.8,1,0.46,2,112
6.73,1,27,1,1.89,0,110
5.95,0,45.58,1,0.24,2,12
6.79,1,26.5,1,1.63,0,110
8.82,1,20.15,0,1.17,2,102
4.51,2,98.47,1,0.05,2,212
5.92,0,51.32,1,0.65,2,12
6.8,1,27,1,1.7,0,110
2.94,2,18.94,0,5.28,1,201
6.77,1,26,1,1.64,0,110
6.65,1,21.39,0,1.67,0,100
11.76,1,60.45,1,9.57,1,111
3.02,2,76.31,1,1.71,0,210
6.06,0,4.01,2,1.76,0,20
12.18,1,21.87,0,0.2,2,102
4.46,2,27.2,1,2.03,0,210
6.76,1,5.67,2,2.01,0,120
9.41,1,20.18,0,0.83,2,102
6.56,1,20.06,0,2.36,0,100
6.83,1,27,1,1.63,0,110
5.66,0,20,0,1.94,0,0
1.52,2,31.51,1,2.39,0,210
5.81,0,17.64,2,1.31,0,20
5.79,0,78.78,1,1.16,2,12
6.85,1,27,1,1.62,0,110
6.8,1,26.5,1,1.64,0,110
5.91,0,76.36,1,4.1,1,11
6.81,1,26.5,1,1.64,0,110
6.02,0,5.2,2,0.38,2,22
5.26,2,29.73,1,1.7,0,210
2.61,2,20.15,0,1.45,0,200
2.71,2,31.34,1,0.84,2,212
0.47,2,16.89,2,9.26,1,221
5.7,0,19.73,0,6.15,1,1
6.73,1,27,1,2,0,110
6.03,0,61.59,1,1.9,0,10
1.64,2,18.34,0,2.04,0,200
6.81,1,27,1,1.63,0,110
6,0,16.3,2,0.61,2,22
10.09,1,6.42,2,2.86,1,121
6.83,1,26.5,1,1.64,0,110
13.74,1,20.44,0,0.51,2,102
4.63,2,10.16,2,2.18,0,220
11.01,1,4.73,2,0.47,2,122
5.99,0,14.74,2,0.34,2,22
9.4,1,11.36,2,0.41,2,122
2.65,2,7.05,2,0.24,2,222
12.6,1,20.51,0,1.78,0,100
5.74,0,19.99,0,6.51,1,1
10.07,1,21.26,0,6.74,1,101
12.35,1,20.86,0,2.27,0,100
5.98,0,19.04,0,2.79,1,1
3.46,2,9.17,2,5.68,1,221
9.52,1,25.13,1,0.29,2,112
0.39,2,6.45,2,0.28,2,222
2.02,2,73.46,1,4.69,1,211
9.23,1,22.22,1,0.71,2,112
6.72,1,27,1,1.98,0,110
6.06,0,21.91,0,4.13,1,1
5.77,0,17.81,2,2.34,0,20
5.31,2,31.61,1,6.81,1,211
10.7,1,18.07,0,0.08,2,102
11.26,1,19.44,0,0.61,2,102
8.57,1,2.34,2,1.01,2,122
9.67,1,13.64,2,2.48,0,120
5.66,0,9.25,2,6.54,1,21
6.67,1,27,1,1.99,0,110
2.13,2,19.25,0,2.08,0,200
6.78,1,26.5,1,1.63,0,110
2.32,2,18.76,0,1.3,0,200
2.54,2,2.32,2,0.89,2,222
5.52,0,21,0,1.87,0,0
6.69,1,18.42,0,0.23,2,102
5.58,0,2.11,2,6.24,1,21
5.9,0,4.81,2,0.5,2,22
5.54,0,4.59,2,0.26,2,22
6.78,1,26.5,1,1.63,0,110
6.01,0,14.32,2,1.05,2,22
1.25,2,21.1,0,6.25,1,201
